,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Year,Mu
52615,IND,2021-07-12,Asia,India,30907282.0,32906.0,41050.0,410784.0,2020.0,1071.857,22181.055,23.615,29.46,294.805,1.45,0.769,0.9,,,,,,,,,1432343.0,432317813.0,310.259,1.028,1791479.0,1.286,0.023,43.6,samples tested,381467646.0,306612781.0,74854865.0,,4115145.0,4319736.0,27.38,22.0,5.37,,3100.0,2837289.0,0.204,81.94,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,2837289.0,0.204,4319736.0,3100.0,4115145.0,0.03,0.0,0.0,0.36,0.0,0.03,94.47,0.13,4.98,0.0,111.0,0.0
52629,IND,2021-07-26,Asia,India,31440951.0,29689.0,38089.857,421382.0,415.0,985.714,22564.05,21.307,27.336,302.411,0.298,0.7070000000000001,1.01,,,,,,,,,1154444.0,457444011.0,328.291,0.8290000000000001,1717394.0,1.233,0.022,45.1,samples tested,441912395.0,346516149.0,95396246.0,,6716394.0,4295142.0,31.71,24.87,6.85,,3082.0,2874767.0,0.206,74.54,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,2874767.0,0.206,4295142.0,3082.0,6716394.0,0.0,0.0,0.0,0.17,0.0,0.0,97.58,0.0,2.25,0.0,111.0,0.0
52643,IND,2021-08-09,Asia,India,31998158.0,28204.0,38807.286,428682.0,373.0,498.143,22963.938,20.241,27.851,307.65,0.268,0.35700000000000004,0.97,,,,,,,,,1728047.0,481767232.0,345.747,1.24,1731677.0,1.243,0.022,44.6,samples tested,514500268.0,400158057.0,114342211.0,,5835509.0,5106452.0,36.92,28.72,8.21,,3665.0,3873638.0,0.278,74.54,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,3873638.0,0.278,5106452.0,3665.0,5835509.0,0.0,0.0,0.0,0.04,0.0,0.0,97.21,0.08,2.67,0.0,111.0,0.0
52657,IND,2021-08-23,Asia,India,32474773.0,25467.0,32013.429,435110.0,354.0,433.0,23305.987,18.277,22.975,312.263,0.254,0.311,1.01,,,,,,,,,1295160.0,507551399.0,364.252,0.929,1820821.0,1.307,0.018000000000000002,56.9,samples tested,582239230.0,452207578.0,130031652.0,,1467406.0,4531313.0,41.79,32.45,9.33,,3252.0,3360829.0,0.241,70.83,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,3360829.0,0.241,4531313.0,3252.0,1467406.0,0.0,0.0,0.05,0.15,0.0,0.0,97.78,0.25,1.77,0.0,111.0,0.0
52671,IND,2021-09-06,Asia,India,33058843.0,31222.0,41423.286,441042.0,290.0,354.571,23725.153,22.407,29.728,316.52,0.208,0.254,0.96,,,,,,,,,1410649.0,531468867.0,381.416,1.012,1617477.0,1.161,0.026,39.0,samples tested,688453563.0,527862293.0,160591270.0,,3938050.0,7021136.0,49.41,37.88,11.53,,5039.0,4969300.0,0.35700000000000004,70.83,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,4969300.0,0.35700000000000004,7021136.0,5039.0,3938050.0,0.0,0.0,0.0,0.18,0.0,0.0,97.95,0.0,1.87,0.0,111.0,0.0
52685,IND,2021-09-20,Asia,India,33504534.0,26115.0,30707.857000000004,445385.0,252.0,310.286,24045.01,18.742,22.038,319.637,0.181,0.223,0.9,,,,,,,,,1281598.0,553621766.0,397.315,0.92,1515384.0,1.088,0.02,49.3,samples tested,812232516.0,606563237.0,205669279.0,,7453820.0,8849707.0,58.29,43.53,14.76,,6351.0,5216655.0,0.374,65.28,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,5216655.0,0.374,8849707.0,6351.0,7453820.0,0.0,0.0,0.0,0.54,0.0,0.0,98.0,0.15,1.31,0.0,111.0,0.0
52699,IND,2021-10-04,Asia,India,33853048.0,18346.0,22209.571,449260.0,263.0,269.571,24295.126,13.166,15.939,322.418,0.189,0.193,0.85,,,,,,,,,991676.0,574252400.0,412.12,0.7120000000000001,1406307.0,1.009,0.016,63.3,samples tested,911080329.0,662266667.0,248813662.0,,4924856.0,6043745.0,65.38,47.53,17.86,,4337.0,3280500.0,0.235,65.28,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,3280500.0,0.235,6043745.0,4337.0,4924856.0,0.0,0.0,0.0,0.0,0.0,0.0,98.33,0.0,1.67,0.0,111.0,0.0
52713,IND,2021-10-18,Asia,India,34094373.0,13058.0,15493.286,452454.0,164.0,213.0,24468.316000000006,9.371,11.119000000000002,324.71,0.118,0.153,0.87,,,,,,,,,989493.0,591924874.0,424.80300000000005,0.71,1184769.0,0.85,0.013,76.5,samples tested,978954738.0,696638920.0,282315818.0,,2610042.0,3435235.0,70.26,50.0,20.26,,2465.0,1614490.0,0.116,50.46,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,1614490.0,0.116,3435235.0,2465.0,2610042.0,0.0,0.0,0.0,0.0,0.0,0.0,99.45,0.0,0.55,0.0,111.0,0.0
52727,IND,2021-11-01,Asia,India,34296237.0,10423.0,13433.571000000002,458880.0,443.0,544.571,24613.187,7.48,9.641,329.32199999999995,0.318,0.391,0.88,,,,,,,,,881379.0,609201294.0,437.202,0.633,1204511.0,0.8640000000000001,0.011,89.7,samples tested,1067654329.0,735580368.0,332073961.0,,5022978.0,6214911.0,76.62,52.79,23.83,,4460.0,2448032.0,0.17600000000000002,44.91,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,2448032.0,0.17600000000000002,6214911.0,4460.0,5022978.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
52819,IRL,2020-05-11,Europe,Ireland,23135.0,139.0,194.71400000000003,1467.0,9.0,21.143,4642.875,27.895,39.076,294.407,1.806,4.243,0.65,69.0,13.847,555.0,111.381,,,,,5374.0,253140.0,50.802,1.078,6507.0,1.306,0.03,33.4,tests performed,,,,,,,,,,,,,,90.74,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,410.4864864864865,0.006756756756756757
52833,IRL,2020-05-25,Europe,Ireland,24698.0,59.0,71.143,1606.0,-2.0,8.429,4956.547000000001,11.84,14.277,322.302,-0.401,1.6909999999999998,0.54,48.0,9.633,305.0,61.209,,,,,3529.0,322619.0,64.745,0.708,4286.0,0.86,0.017,60.2,tests performed,,,,,,,,,,,,,,83.33,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
52889,IRL,2020-07-20,Europe,Ireland,25766.0,6.0,18.286,1753.0,0.0,1.0,5170.88,1.204,3.67,351.80300000000005,0.0,0.201,1.16,8.0,1.605,12.0,2.408,,,,,8415.0,568063.0,114.002,1.689,7272.0,1.459,0.003,397.7,tests performed,,,,,,,,,,,,,,38.89,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
52903,IRL,2020-08-03,Europe,Ireland,26208.0,46.0,45.143,1763.0,0.0,-0.14300000000000002,5259.584,9.232,9.06,353.81,0.0,-0.029,1.61,5.0,1.003,10.0,2.007,,,,,3041.0,642533.0,128.947,0.61,3917.0,0.7859999999999999,0.012,86.8,tests performed,,,,,,,,,,,,,,38.89,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
52917,IRL,2020-08-17,Europe,Ireland,27313.0,56.0,77.857,1774.0,0.0,0.28600000000000003,5481.342,11.238,15.625,356.017,0.0,0.057,1.34,8.0,1.605,21.0,4.214,,,,,5533.0,725775.0,145.653,1.11,7831.0,1.5719999999999998,0.01,100.6,tests performed,,,,,,,,,,,,,,64.35,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
52945,IRL,2020-09-14,Europe,Ireland,31192.0,207.0,202.571,1784.0,0.0,1.0,6259.804,41.542,40.653,358.024,0.0,0.201,1.36,11.0,2.208,60.0,12.041,,,,,9888.0,981487.0,196.971,1.984,10685.0,2.144,0.019,52.7,tests performed,,,,,,,,,,,,,,67.13,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
52959,IRL,2020-09-28,Europe,Ireland,35377.0,387.0,322.286,1802.0,0.0,1.429,7099.675,77.666,64.678,361.637,0.0,0.287,1.3,17.0,3.412,111.0,22.276,,,,,9866.0,1155266.0,231.846,1.98,12529.0,2.514,0.026,38.9,tests performed,,,,,,,,,,,,,,52.31,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
52973,IRL,2020-10-12,Europe,Ireland,43351.0,823.0,686.0,1827.0,1.0,2.4290000000000003,8699.947,165.165,137.671,366.654,0.201,0.487,1.43,32.0,6.4220000000000015,221.0,44.352,,,,,13988.0,1341675.0,269.256,2.807,13744.0,2.758,0.05,20.0,tests performed,,,,,,,,,,,,,,55.09,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
52987,IRL,2020-10-26,Europe,Ireland,58067.0,939.0,1010.571,1885.0,3.0,4.714,11653.245,188.444,202.808,378.293,0.602,0.946,0.92,38.0,7.626,344.0,69.036,,,,,14264.0,1568935.0,314.8640000000001,2.863,16420.0,3.295,0.062,16.2,tests performed,,,,,,,,,,,,,,81.48,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
53001,IRL,2020-11-09,Europe,Ireland,65659.0,265.0,415.571,1948.0,1.0,4.4289999999999985,13176.854,53.182,83.399,390.937,0.201,0.889,0.72,41.0,8.228,291.0,58.4,,,,,9912.0,1735508.0,348.292,1.989,11202.0,2.248,0.037000000000000005,27.0,tests performed,,,,,,,,,,,,,,81.48,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,97.14,0.0,111.0,0.0
53015,IRL,2020-11-23,Europe,Ireland,70711.0,250.0,336.4290000000001,2023.0,0.0,5.5710000000000015,14190.721,50.172,67.517,405.98800000000006,0.0,1.118,0.8,33.0,6.622999999999998,291.0,58.4,,,,,9834.0,1889315.0,379.159,1.974,11121.0,2.232,0.03,33.1,tests performed,,,,,,,,,,,,,,81.48,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
53029,IRL,2020-12-07,Europe,Ireland,74468.0,222.0,274.857,2099.0,0.0,6.5710000000000015,14944.699,44.552,55.16,421.24,0.0,1.319,1.0,28.0,5.619,232.0,46.559,,,,,9623.0,2041034.0,409.607,1.931,10874.0,2.182,0.025,39.6,tests performed,,,,,,,,,,,,,,72.22,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
53043,IRL,2020-12-21,Europe,Ireland,80267.0,725.0,545.429,2158.0,0.0,4.5710000000000015,16108.478,145.497,109.46,433.081,0.0,0.917,1.6,30.0,6.021,235.0,47.161,,,,,12804.0,2214278.0,444.375,2.57,13069.0,2.623,0.042,24.0,tests performed,,,,,,,,,,,,,,72.22,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,89.0,0.0,111.0,0.0
53057,IRL,2021-01-04,Europe,Ireland,107997.0,6110.0,3014.7140000000004,2265.0,6.0,8.571,21673.506,1226.193,605.012,454.554,1.204,1.72,2.09,73.0,14.65,744.0,149.311,,,,,20571.0,2472359.0,496.168,4.128,22136.0,4.442,0.136,7.3,tests performed,5206.0,5196.0,15.0,,1166.0,727.0,0.1,0.1,0.0,,146.0,727.0,0.015,87.96,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,727.0,0.015,727.0,146.0,1166.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,46.15,50.48,0.0,111.0,0.0
53064,IRL,2021-01-11,Europe,Ireland,152539.0,4926.0,6363.143,2352.0,8.0,12.429,30612.47,988.58,1276.995,472.014,1.605,2.494,1.24,144.0,28.899,1575.0,316.081,,,,,19794.0,2650817.0,531.982,3.972,25494.0,5.1160000000000005,0.25,4.0,tests performed,60867.0,60848.0,25.0,,8310.0,7952.0,1.22,1.22,0.0,,1596.0,7950.0,0.16,85.19,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,7950.0,0.16,7952.0,1596.0,8310.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,52.14,47.15,0.0,111.0,0.0
53078,IRL,2021-01-25,Europe,Ireland,188923.0,1369.0,2011.429,2977.0,7.0,51.57100000000001,37914.236,274.73900000000003,403.666,597.443,1.405,10.35,0.62,218.0,43.75,1948.0,390.937,,,,,14884.0,2958519.0,593.734,2.987,20981.0,4.211,0.096,10.4,tests performed,154080.0,149042.0,5044.0,,2593.0,6282.0,3.09,2.99,0.1,,1261.0,5567.0,0.112,85.19,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,5567.0,0.112,6282.0,1261.0,2593.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,61.39,37.62,0.0,111.0,0.0
53092,IRL,2021-02-08,Europe,Ireland,204397.0,829.0,977.714,3687.0,1.0,52.857,41019.654,166.36900000000003,196.21400000000003,739.93,0.201,10.608,0.72,175.0,35.12,1212.0,243.232,,,,,12697.0,3218422.0,645.893,2.548,17548.0,3.522,0.056,17.9,tests performed,260902.0,165416.0,95492.0,,1974.0,6590.0,5.24,3.32,1.92,,1323.0,1298.0,0.026,87.96,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,1298.0,0.026,6590.0,1323.0,1974.0,0.08,0.0,0.08,0.0,0.25,0.17,0.0,81.82,17.6,0.0,111.0,0.0
53106,IRL,2021-02-22,Europe,Ireland,215743.0,686.0,763.0,4137.0,1.0,27.0,43296.64,137.671,153.124,830.2389999999998,0.201,5.419,0.83,156.0,31.307,726.0,145.69799999999995,,,,,11828.0,3437491.0,689.857,2.374,15063.0,3.023,0.051,19.7,tests performed,382735.0,238355.0,144389.0,,4979.0,11557.0,7.68,4.78,2.9,,2319.0,6258.0,0.126,87.96,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,6258.0,0.126,11557.0,2319.0,4979.0,0.54,0.0,0.34,0.0,0.2,0.47,0.0,86.64,11.81,0.0,111.0,0.0
53120,IRL,2021-03-08,Europe,Ireland,223651.0,432.0,482.571,4422.0,0.0,14.714,44883.666,86.696,96.845,887.434,0.0,2.9530000000000003,0.87,101.0,20.269,418.0,83.887,,,,,10682.0,3644512.0,731.403,2.144,13658.0,2.741,0.035,28.3,tests performed,561577.0,399452.0,162136.0,,8017.0,12681.0,11.27,8.02,3.25,,2545.0,11444.0,0.23,84.26,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,11444.0,0.23,12681.0,2545.0,8017.0,0.67,0.0,0.25,0.06,0.0,0.25,0.0,93.68,5.09,0.0,111.0,0.0
53134,IRL,2021-03-22,Europe,Ireland,231119.0,520.0,543.286,4588.0,1.0,7.713999999999999,46382.391,104.357,109.03,920.748,0.201,1.548,1.02,80.0,16.055,359.0,72.046,,,,,12722.0,3844139.0,771.466,2.553,14009.0,2.8110000000000004,0.039,25.8,tests performed,720495.0,524509.0,196000.0,,9634.0,10517.0,14.46,10.53,3.93,,2111.0,7323.0,0.147,84.26,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,7323.0,0.147,10517.0,2111.0,9634.0,1.69,0.0,0.64,0.0,0.0,0.12,0.0,95.05,2.5,0.0,111.0,0.0
53148,IRL,2021-04-05,Europe,Ireland,238466.0,318.0,484.0,4718.0,0.0,7.286,47856.832,63.81800000000001,97.132,946.837,0.0,1.462,0.89,58.0,11.64,260.0,52.178,,,,,11954.0,4087262.0,820.257,2.399,16748.0,3.361,0.029,34.6,tests performed,1006472.0,707471.0,299017.0,,19909.0,18508.0,20.2,14.2,6.0,,3714.0,11512.0,0.231,84.26,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,11512.0,0.231,18508.0,3714.0,19909.0,0.51,0.22,0.29,0.0,0.07,0.0,0.43,95.23,3.25,0.0,111.0,0.0
53162,IRL,2021-04-19,Europe,Ireland,243911.0,403.0,368.714,4836.0,0.0,7.286,48949.568,80.877,73.99600000000002,970.518,0.0,1.462,0.99,50.0,10.034,183.0,36.726,,,,,11881.0,4298647.0,862.679,2.384,14606.0,2.931,0.025,39.6,tests performed,1297855.0,912066.0,385809.0,,22128.0,22052.0,26.05,18.3,7.74,,4426.0,16161.0,0.324,80.56,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,16161.0,0.324,22052.0,4426.0,22128.0,0.34,0.0,0.27,0.55,0.07,0.07,0.89,91.6,6.21,0.0,111.0,0.0
53176,IRL,2021-05-03,Europe,Ireland,250290.0,452.0,460.143,4906.0,0.0,4.5710000000000015,50229.746,90.71,92.344,984.566,0.0,0.917,1.01,40.0,8.027000000000001,129.0,25.889,,,,,13379.0,4545165.0,912.152,2.685,18322.0,3.677,0.025,39.8,tests performed,1726094.0,1240279.0,485839.0,,33121.0,30092.0,34.64,24.89,9.75,,6039.0,23220.0,0.466,80.56,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,23220.0,0.466,30092.0,6039.0,33121.0,0.05,0.21,0.0,2.68,0.16,0.11,3.26,88.9,4.63,0.0,111.0,0.0
53190,IRL,2021-05-17,Europe,Ireland,256085.0,379.0,413.714,4941.0,0.0,2.857,51392.722,76.06,83.027,991.59,0.0,0.573,1.0,42.0,8.429,110.0,22.075,,,,,13345.0,4797919.0,962.876,2.678,17866.0,3.585,0.023,43.2,tests performed,2347641.0,1688676.0,660246.0,,51228.0,47802.0,47.11,33.89,13.25,,9593.0,32999.0,0.662,59.26,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,32999.0,0.662,47802.0,9593.0,51228.0,0.0,0.0,0.0,1.33,0.05,0.21,3.42,91.78,3.21,0.0,111.0,0.0
53204,IRL,2021-05-31,Europe,Ireland,262043.0,370.0,412.0,4941.0,0.0,0.0,52588.41,74.25399999999998,82.68299999999998,991.59,0.0,0.0,0.97,35.0,7.024,98.0,19.667,,,,,14129.0,5048335.0,1013.131,2.835,17516.0,3.515,0.024,42.5,tests performed,2969864.0,2090700.0,943736.0,,42103.0,41971.0,59.6,41.96,18.94,,8423.0,24803.0,0.498,59.26,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,966.4,2.12,2.14,193.9431304,24803.0,0.498,41971.0,8423.0,42103.0,0.0,0.0,0.04,3.57,0.0,0.08,3.02,91.59,1.7,0.0,111.0,0.0
53218,IRL,2021-06-14,Europe,Ireland,267006.0,202.0,304.4290000000001,4941.0,0.0,0.0,53584.416,40.539,61.095,991.59,0.0,0.0,0.91,23.0,4.6160000000000005,67.0,13.446,,,,,11377.0,5280580.0,1059.739,2.283,15226.0,3.056,0.02,50.0,tests performed,3565618.0,2384530.0,1253151.0,,55839.0,46833.0,71.56,47.85,25.15,,9399.0,19731.0,0.396,53.7,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,19731.0,0.396,46833.0,9399.0,55839.0,0.0,0.0,0.0,0.86,0.0,0.0,11.98,84.45,2.57,0.0,111.0,0.0
53232,IRL,2021-06-28,Europe,Ireland,271589.0,329.0,324.0,4989.0,0.0,1.429,54504.16099999999,66.02600000000001,65.02199999999999,1001.223,0.0,0.287,1.11,16.0,3.2110000000000003,49.0,9.834,,,,,13363.0,5501462.0,1104.067,2.682,16291.0,3.269,0.02,50.3,tests performed,4308931.0,2605218.0,1783068.0,,59292.0,53643.0,86.47,52.28,35.78,,10765.0,18144.0,0.364,53.7,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,18144.0,0.364,53643.0,10765.0,59292.0,0.06,0.0,0.06,1.53,0.0,0.0,44.9,52.74,0.71,0.0,111.0,0.0
53246,IRL,2021-07-12,Europe,Ireland,278464.0,572.0,546.143,5006.0,0.0,0.857,55883.878,114.792,109.603,1004.635,0.0,0.172,1.33,16.0,3.2110000000000003,63.0,12.643,,,,,15286.0,5759933.0,1155.939,3.068,19010.0,3.815,0.029,34.8,tests performed,5074782.0,2860204.0,2345531.0,,64517.0,55627.0,101.84,57.4,47.07,,11164.0,21265.0,0.4270000000000001,48.15,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,21265.0,0.4270000000000001,55627.0,11164.0,64517.0,0.06,0.0,0.0,0.28,0.0,0.0,90.05,9.04,0.29,0.17,111.0,0.0
53260,IRL,2021-07-26,Europe,Ireland,294272.0,1276.0,1241.571,5026.0,0.0,1.143,59056.325,256.076,249.166,1008.649,0.0,0.229,1.21,25.0,5.017,141.0,28.297,,,,,17517.0,6040753.0,1212.296,3.515,20728.0,4.16,0.06,16.7,tests performed,5758074.0,3257563.0,2709213.0,,52334.0,46187.0,115.56,65.37,54.37,,9269.0,28381.0,0.57,48.15,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,28381.0,0.57,46187.0,9269.0,52334.0,0.07,0.0,0.0,0.0,0.0,0.0,96.17,3.52,0.21,0.03,111.0,0.0
53274,IRL,2021-08-09,Europe,Ireland,313876.0,1411.0,1492.8570000000002,5044.0,0.0,1.286,62990.57700000001,283.168,299.596,1012.261,0.0,0.258,1.17,34.0,6.823,217.0,43.549,,,,,16052.0,6309150.0,1266.159,3.221,19301.0,3.873,0.077,12.9,tests performed,6248781.0,3471904.0,3002360.0,,35548.0,31714.0,125.4,69.68,60.25,,6365.0,11801.0,0.237,48.15,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,11801.0,0.237,31714.0,6365.0,35548.0,0.0,0.0,0.03,0.0,0.0,0.0,99.07,0.83,0.07,0.0,111.0,0.0
53288,IRL,2021-08-23,Europe,Ireland,338707.0,1590.0,1788.429,5074.0,0.0,2.143,67973.81599999999,319.091,358.913,1018.282,0.0,0.43,1.05,60.0,12.041,318.0,63.81800000000001,,,,,14921.0,6597773.0,1324.082,2.994,20333.0,4.081,0.08800000000000001,11.4,tests performed,6705033.0,3641837.0,3295022.0,,32713.0,30721.0,134.56,73.09,66.13,,6165.0,12034.0,0.242,48.15,4982904.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,12034.0,0.242,30721.0,6165.0,32713.0,0.0,0.0,0.03,0.0,0.0,0.0,99.62,0.28,0.07,0.0,111.0,0.0
