,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron
46772,GRC,2021-08-09,Europe,Greece,516785.0,2593.0,2817.7140000000004,13097.0,22.0,16.285999999999998,49831.03,250.03,271.698,1262.879,2.121,1.57,1.08,,,,,,,,,44775.0,13545528.0,1306.128,4.317,89141.0,8.595,0.032,31.6,samples tested,10843911.0,5799457.0,5391529.0,,36178.0,36502.0,104.56,55.92,51.99,,3520.0,10388.0,0.1,66.2,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,,10388.0,0.1,36502.0,3520.0,36178.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,15.0,3.0,0.0,0.0,0.0
46786,GRC,2021-08-23,Europe,Greece,561812.0,2626.0,3210.7140000000004,13422.0,38.0,26.429,54172.761,253.212,309.593,1294.217,3.664,2.548,1.01,,,,,,,,,47335.0,14777535.0,1424.925,4.564,89444.0,8.625,0.036000000000000004,27.9,samples tested,11186043.0,5917081.0,5635437.0,,31648.0,23942.0,107.86,57.06,54.34,,2309.0,9484.0,0.091,71.76,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,,9484.0,0.091,23942.0,2309.0,31648.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,6.0,0.0,0.0,0.0,0.0
46800,GRC,2021-09-06,Europe,Greece,601716.0,1765.0,2579.714,13933.0,47.0,39.571,58020.50700000001,170.19,248.749,1343.49,4.532,3.816,0.91,,,,,,,,,46363.0,16033854.0,1546.065,4.471,88913.0,8.573,0.029,34.5,samples tested,11552558.0,6161023.0,5788447.0,,29054.0,25117.0,111.4,59.41,55.82,,2422.0,18277.0,0.17600000000000002,80.09,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,,18277.0,0.17600000000000002,25117.0,2422.0,29054.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,1.0,0.0,0.0,0.0,0.0
46814,GRC,2021-09-20,Europe,Greece,632908.0,2124.0,2306.143,14505.0,39.0,40.286,61028.198,204.807,222.37,1398.646,3.761,3.885,0.97,,,,,,,,,,18018525.0,1737.438,,185423.0,17.879,0.012,80.4,samples tested,11909198.0,6374555.0,5959272.0,13888.0,29019.0,25838.0,114.83,61.47,57.46,0.13,2491.0,13289.0,0.128,80.09,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,,13289.0,0.128,25838.0,2491.0,29019.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,0.0,0.0,0.0,0.0,0.0
46828,GRC,2021-10-04,Europe,Greece,663433.0,2125.0,2191.714,14956.0,36.0,32.714,63971.573,204.903,211.336,1442.1329999999996,3.471,3.154,1.02,,,,,,,,,74425.0,20760125.0,2001.796,7.176,194082.0,18.714,0.011,88.6,samples tested,12200590.0,6463763.0,6175618.0,55166.0,19835.0,19098.0,117.64,62.33,59.55,0.53,1842.0,5526.0,0.053,80.09,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,,5526.0,0.053,19098.0,1842.0,19835.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0
46856,GRC,2021-11-01,Europe,Greece,747595.0,5425.0,3900.0,15990.0,52.0,44.0,72086.9,523.106,376.05800000000005,1541.8370000000002,5.0139999999999985,4.243,1.25,,,,,,,,,82593.0,26090236.0,2515.753,7.963999999999999,193161.0,18.626,0.02,49.5,samples tested,12719596.0,6646463.0,6379804.0,355317.0,28787.0,19439.0,122.65,64.09,61.52,3.43,1874.0,6337.0,0.061,80.09,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,,6337.0,0.061,19439.0,1874.0,28787.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0
46870,GRC,2021-11-15,Europe,Greece,838824.0,6950.0,6655.0,16838.0,72.0,68.143,80883.662,670.154,641.7090000000002,1623.605,6.943,6.5710000000000015,1.11,,,,,,,,,,30508702.0,2941.804,,373291.0,35.995,0.018000000000000002,56.1,samples tested,13266656.0,6812525.0,6472459.0,663098.0,53913.0,45985.0,127.92,65.69,62.41,6.39,4434.0,12483.0,0.12,,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,,12483.0,0.12,45985.0,4434.0,53913.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0
46884,GRC,2021-11-29,Europe,Greece,931183.0,6677.0,6425.143,18067.0,108.0,91.714,89789.385,643.83,619.545,1742.112,10.414,8.844,1.01,,,,,,,,,96315.0,35721156.0,3444.415,9.287,369086.0,35.589,0.017,57.4,samples tested,14228826.0,7034143.0,6593208.0,1310108.0,84469.0,76068.0,137.2,67.83,63.58,12.63,7335.0,16062.0,0.155,,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,,16062.0,0.155,76068.0,7335.0,84469.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0
48062,GTM,2020-10-12,North America,Guatemala,97826.0,111.0,520.571,3387.0,3.0,12.143,5360.368,6.082000000000002,28.525,185.59,0.16399999999999998,0.665,0.97,,,,,,,,,2145.0,195929.0,10.736,0.118,1602.0,0.08800000000000001,0.325,3.1,people tested,,,,,,,,,,,,,,49.54,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
48076,GTM,2020-10-26,North America,Guatemala,104894.0,107.0,470.714,3651.0,7.0,15.714,5747.658,5.863,25.793000000000006,200.056,0.384,0.861,0.99,,,,,,,,,1916.0,216838.0,11.882,0.105,1339.0,0.073,0.35200000000000004,2.8,people tested,,,,,,,,,,,,,,49.54,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
48153,GTM,2021-01-11,North America,Guatemala,143243.0,0.0,655.286,5025.0,0.0,27.143,7848.988,0.0,35.906,275.344,0.0,1.487,1.15,,,,,,,,,3464.0,353801.0,19.386,0.19,2572.0,0.141,0.255,3.9,people tested,,,,,,,,,,,,,,48.61,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0
48167,GTM,2021-01-25,North America,Guatemala,154430.0,218.0,754.857,5469.0,4.0,27.286,8461.979,11.945,41.362,299.673,0.219,1.495,1.04,,,,,,,,,3760.0,393228.0,21.547,0.206,3059.0,0.168,0.247,4.1,people tested,,,,,,,,,,,,,,59.72,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
48209,GTM,2021-03-08,North America,Guatemala,178770.0,210.0,588.143,6479.0,6.0,11.0,9795.687,11.507,32.227,355.016,0.329,0.603,1.06,,,,,,,,,3030.0,495488.0,27.15,0.166,2109.0,0.116,0.279,3.6,people tested,,,,,,1752.0,,,,,96.0,1752.0,0.01,52.78,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,1752.0,0.01,1752.0,96.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0
48321,GTM,2021-06-28,North America,Guatemala,291977.0,382.0,1589.0,9089.0,39.0,50.57100000000001,15998.855,20.932,87.069,498.031,2.137,2.7710000000000004,1.12,,,,,,,,,893.0,796270.0,43.632,0.049,2416.0,0.132,0.6579999999999999,1.5,people tested,925387.0,767392.0,157995.0,,2827.0,12678.0,5.07,4.2,0.87,,695.0,11496.0,0.063,51.85,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,11496.0,0.063,12678.0,695.0,2827.0,0.0,2.0,8.0,0.0,0.0,0.0,18.0,1.0,47.0,0.0,0.0,0.0
48335,GTM,2021-07-12,North America,Guatemala,319157.0,616.0,2374.714,9721.0,8.0,31.857,17488.181,33.754,130.122,532.661,0.438,1.746,1.14,,,,,,,,,6196.0,853445.0,46.764,0.34,4363.0,0.239,0.544,1.8,people tested,1051395.0,852968.0,198427.0,,17085.0,10163.0,5.76,4.67,1.09,,557.0,5604.0,0.031,51.85,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,5604.0,0.031,10163.0,557.0,17085.0,0.0,1.0,12.0,0.0,0.0,0.0,59.0,0.0,93.0,2.0,0.0,0.0
48349,GTM,2021-07-26,North America,Guatemala,352584.0,496.0,2601.286,10112.0,12.0,26.429,19319.811,27.178,142.537,554.086,0.6579999999999999,1.4480000000000002,1.11,,,,,,,,,8111.0,926239.0,50.753,0.444,5962.0,0.327,0.436,2.3,people tested,1798598.0,1489259.0,309339.0,,71693.0,65111.0,9.86,8.16,1.7,,3568.0,59265.0,0.325,52.78,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,59265.0,0.325,65111.0,3568.0,71693.0,0.0,0.0,4.0,0.0,0.0,0.0,26.0,1.0,22.0,0.0,0.0,0.0
48363,GTM,2021-08-09,North America,Guatemala,391118.0,604.0,2980.0,10808.0,37.0,51.429,21431.278,33.096,163.289,592.2230000000002,2.027,2.818,1.1,,,,,,,,,5829.0,1005647.0,55.104,0.319,4724.0,0.259,0.631,1.6,people tested,2777441.0,2389325.0,388116.0,,78576.0,70209.0,15.22,13.09,2.13,,3847.0,64196.0,0.35200000000000004,52.78,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,64196.0,0.35200000000000004,70209.0,3847.0,78576.0,0.0,0.0,6.0,0.0,0.0,0.0,44.0,0.0,19.0,1.0,0.0,0.0
48391,GTM,2021-09-06,North America,Guatemala,488538.0,640.0,3248.429,12315.0,50.0,61.286,26769.399,35.069,177.997,674.799,2.74,3.358,0.98,,,,,,,,,5800.0,1146120.0,62.802,0.318,4700.0,0.258,0.691,1.4,people tested,,,,,,75507.0,,,,,4137.0,31093.0,0.17,66.2,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,31093.0,0.17,75507.0,4137.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0
48405,GTM,2021-09-20,North America,Guatemala,530026.0,604.0,2652.7140000000004,13061.0,21.0,43.857,29042.731,33.096,145.355,715.676,1.151,2.403,0.94,,,,,,,,,8022.0,1233185.0,67.572,0.44,6488.0,0.35600000000000004,0.409,2.4,people tested,6243535.0,4167136.0,2076399.0,,94809.0,77517.0,34.21,22.83,11.38,,4248.0,42827.0,0.235,66.2,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,,,,42827.0,0.235,77517.0,4248.0,94809.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,3.0,0.0,0.0,0.0
49279,HKG,2020-07-06,Asia,Hong Kong,1285.0,17.0,11.714,7.0,0.0,0.0,170.136,2.251,1.551,0.927,0.0,0.0,,,,,,,,,,,,,,11083.0,1.467,,,tests performed,,,,,,,,,,,,,,41.67,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
49293,HKG,2020-07-20,Asia,Hong Kong,1885.0,108.0,59.429,12.0,0.0,0.7140000000000001,249.576,14.299,7.8679999999999986,1.589,0.0,0.095,,,,,,,,,,,,,,12323.0,1.632,,,tests performed,,,,,,,,,,,,,,66.67,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0
49307,HKG,2020-08-03,Asia,Hong Kong,3589.0,78.0,115.857,38.0,3.0,2.286,475.1880000000001,10.327,15.34,5.0310000000000015,0.397,0.303,,,,,,,,,,,,,,16564.0,2.193,,,tests performed,,,,,,,,,,,,,,66.67,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0
49321,HKG,2020-08-17,Asia,Hong Kong,4524.0,44.0,53.714,69.0,0.0,2.0,598.9830000000002,5.8260000000000005,7.112,9.136,0.0,0.265,,,,,,,,,,,,,,22220.0,2.942,,,tests performed,,,,,,,,,,,,,,66.67,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
49335,HKG,2020-08-31,Asia,Hong Kong,4810.0,9.0,17.0,89.0,1.0,1.714,636.85,1.192,2.251,11.784,0.132,0.227,,,,,,,,,,,1418251.0,187.778,,22220.0,2.942,0.002,448.4,tests performed,,,,,,,,,,,,,,66.67,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,397.2,1.19,8.36,52.589768033047285,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0
49363,HKG,2020-09-28,Asia,Hong Kong,5075.0,10.0,5.2860000000000005,105.0,0.0,0.28600000000000003,671.936,1.324,0.7,13.902,0.0,0.038,,,,,,,,,,,,,,16185.0,2.143,,,tests performed,,,,,,,,,,,,,,55.56,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
49377,HKG,2020-10-12,Asia,Hong Kong,5193.0,11.0,9.857,105.0,0.0,0.0,687.56,1.456,1.305,13.902,0.0,0.0,,,,,,,,,,,,,,884.0,0.117,,,tests performed,,,,,,,,,,,,,,51.85,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0
49419,HKG,2020-11-23,Asia,Hong Kong,5701.0,73.0,33.571,108.0,0.0,0.0,754.819,9.665,4.445,14.299,0.0,0.0,,,,,,,,,,,,,,21930.0,2.904,,,tests performed,,,,,,,,,,,,,,55.56,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0
49433,HKG,2020-12-07,Asia,Hong Kong,6975.0,78.0,94.429,112.0,0.0,0.429,923.499,10.327,12.502,14.829,0.0,0.057,,,,,,,,,,,,,,44793.0,5.931,,,tests performed,,,,,,,,,,,,,,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233.0,0.0,0.0,0.0
49447,HKG,2020-12-21,Asia,Hong Kong,8237.0,85.0,87.714,131.0,1.0,1.571,1090.589,11.254,11.613,17.345,0.132,0.208,,,,,,,,,,,,,,44793.0,5.931,,,tests performed,,,,,,,,,,,,,,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,136.0,0.0,0.0,0.0
49461,HKG,2021-01-04,Asia,Hong Kong,9017.0,53.0,49.429,153.0,3.0,1.714,1193.862,7.017,6.544,20.257,0.397,0.227,,,,,,,,,,,,,,43200.0,5.72,,,tests performed,,,,,,,,,,,,,,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,174.0,0.0,0.0,0.0
49482,HKG,2021-01-25,Asia,Hong Kong,10158.0,73.0,70.571,171.0,2.0,1.143,1344.932,9.665,9.344,22.641,0.265,0.151,,,,,,,,,,,,,,42005.0,5.562,,,tests performed,,,,,,,,,,,,,,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0
49496,HKG,2021-02-08,Asia,Hong Kong,10667.0,32.0,25.857,186.0,0.0,0.5710000000000001,1412.3239999999996,4.237,3.424,24.627,0.0,0.076,,,,,,,,,,,,,,72732.0,9.63,,,tests performed,,,,,,,,,,,,,,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
49538,HKG,2021-03-22,Asia,Hong Kong,11397.0,18.0,12.286,203.0,0.0,0.0,1508.977,2.383,1.6269999999999998,26.877,0.0,0.0,,,,,,,,,,,,,,89567.0,11.859000000000002,,,tests performed,379694.0,379643.0,51.0,,25254.0,24800.0,5.03,5.03,0.0,,3284.0,24794.0,0.328,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,24794.0,0.328,24800.0,3284.0,25254.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,117.0,0.0,0.0,0.0
49552,HKG,2021-04-05,Asia,Hong Kong,11524.0,16.0,10.0,205.0,0.0,0.0,1525.792,2.1180000000000003,1.324,27.142,0.0,0.0,,,,,,,,,,,,,,82696.0,10.949000000000002,,,tests performed,577233.0,486975.0,90258.0,,21165.0,14587.0,7.64,6.45,1.2,,1931.0,5208.0,0.069,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,5208.0,0.069,14587.0,1931.0,21165.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,15.0,0.0,0.0,0.0
49566,HKG,2021-04-19,Asia,Hong Kong,11695.0,12.0,14.429,209.0,0.0,0.28600000000000003,1548.432,1.589,1.91,27.672,0.0,0.038,,,,,,,,,,,,,,79948.0,10.585,,,tests performed,1123575.0,741390.0,382185.0,,32472.0,35047.0,14.88,9.82,5.06,,4640.0,20548.0,0.272,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,20548.0,0.272,35047.0,4640.0,32472.0,23.0,0.0,0.0,12.0,0.0,0.0,8.0,12.0,22.0,0.0,0.0,0.0
49580,HKG,2021-05-03,Asia,Hong Kong,11786.0,2.0,6.5710000000000015,210.0,0.0,0.14300000000000002,1560.481,0.265,0.87,27.804,0.0,0.019,,,,,,,,,,,,,,96363.0,12.759,,,tests performed,1529667.0,971943.0,557724.0,,37723.0,32494.0,20.25,12.87,7.38,,4302.0,16000.0,0.212,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,16000.0,0.212,32494.0,4302.0,37723.0,13.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,0.0,0.0
49622,HKG,2021-06-14,Asia,Hong Kong,11878.0,1.0,1.857,210.0,0.0,0.0,1572.662,0.132,0.246,27.804,0.0,0.0,,,,,,,,,,,,,,70246.0,9.301,,,tests performed,2964884.0,1761638.0,1203245.0,,30489.0,40735.0,39.26,23.32,15.93,,5393.0,29149.0,0.386,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,29149.0,0.386,40735.0,5393.0,30489.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,3.0,0.0,2.0,0.0
49636,HKG,2021-06-28,Asia,Hong Kong,11920.0,3.0,4.4289999999999985,210.0,0.0,0.0,1578.223,0.397,0.586,27.804,0.0,0.0,,,,,,,,,,,,,,70246.0,9.301,,,tests performed,3613029.0,2179703.0,1433325.0,,51546.0,49480.0,47.84,28.86,18.98,,6551.0,29818.0,0.395,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,29818.0,0.395,49480.0,6551.0,51546.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
49650,HKG,2021-07-12,Asia,Hong Kong,11951.0,0.0,1.143,212.0,0.0,0.0,1582.3270000000002,0.0,0.151,28.069000000000006,0.0,0.0,,,,,,,,,,,,,,65602.0,8.686,,,tests performed,4458517.0,2628714.0,1829802.0,,61761.0,61725.0,59.03,34.8,24.23,,8172.0,31688.0,0.42,65.74,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,31688.0,0.42,61725.0,8172.0,61761.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0
49706,HKG,2021-09-06,Asia,Hong Kong,12123.0,2.0,1.857,212.0,0.0,0.0,1605.1,0.265,0.246,28.069000000000006,0.0,0.0,,,,,,,,,,,,,,56655.0,7.501,,,tests performed,7887826.0,4260287.0,3627348.0,,45321.0,51518.0,104.44,56.41,48.03,,6821.0,20070.0,0.266,59.26,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,20070.0,0.266,51518.0,6821.0,45321.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
50765,HRV,2021-01-25,Europe,Croatia,229054.0,134.0,560.857,4859.0,32.0,29.143,56117.895,32.83,137.409,1190.448,7.84,7.14,0.81,,,1485.0,363.823,,,,,2423.0,1156456.0,283.33,0.594,5080.0,1.245,0.11,9.1,people tested,69984.0,58077.0,11907.0,,,2640.0,1.71,1.42,0.29,,647.0,939.0,0.023,56.48,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,,939.0,0.023,2640.0,647.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,0.0,0.0,0.0
50779,HRV,2021-02-08,Europe,Croatia,235473.0,71.0,421.857,5198.0,29.0,20.571,57690.541,17.395,103.354,1273.502,7.105,5.04,0.82,,,1137.0,278.563,,,,,,1230808.0,301.546,,5400.0,1.3230000000000002,0.078,12.8,people tested,,,,,,2420.0,,,,,593.0,297.0,0.006999999999999999,52.78,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,,297.0,0.006999999999999999,2420.0,593.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,34.0,123.0,0.0,0.0,0.0
50793,HRV,2021-02-22,Europe,Croatia,240017.0,72.0,327.4290000000001,5449.0,20.0,15.714,58803.81400000001,17.64,80.22,1334.997,4.9,3.85,1.09,,,792.0,194.039,,,,,2242.0,1306694.0,320.138,0.5489999999999999,5482.0,1.3430000000000002,0.06,16.7,people tested,166146.0,108311.0,57835.0,,,6506.0,4.07,2.65,1.42,,1594.0,5784.0,0.142,52.78,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,,5784.0,0.142,6506.0,1594.0,,4.0,0.0,0.0,0.0,2.0,0.0,0.0,127.0,261.0,0.0,0.0,0.0
50807,HRV,2021-03-08,Europe,Croatia,246608.0,94.0,506.286,5609.0,19.0,10.286,60418.6,23.03,124.039,1374.197,4.655,2.52,1.21,,,805.0,197.224,,,,,,,,,6419.0,1.5730000000000002,0.079,12.7,people tested,265223.0,202167.0,63056.0,,,7451.0,6.5,4.95,1.54,,1825.0,7012.0,0.172,43.52,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,,7012.0,0.172,7451.0,1825.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,207.0,0.0,0.0,0.0
50821,HRV,2021-03-22,Europe,Croatia,257789.0,150.0,945.0,5786.0,13.0,14.429,63157.928,36.75,231.524,1417.562,3.185,3.535,1.34,,,1033.0,253.083,,,,,,1477537.0,361.994,,6599.0,1.617,0.14300000000000002,7.0,people tested,390657.0,311448.0,79209.0,,,8888.0,9.57,7.63,1.94,,2178.0,7767.0,0.19,43.52,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,,7767.0,0.19,8888.0,2178.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,73.0,0.0,0.0,0.0
50835,HRV,2021-04-05,Europe,Croatia,280164.0,138.0,1806.0,6083.0,25.0,24.571,68639.771,33.81,442.467,1490.326,6.125,6.02,1.11,,,1616.0,395.918,,,,,1154.0,1583654.0,387.99300000000005,0.28300000000000003,7641.0,1.872,0.236,4.2,people tested,,,,,,11376.0,,,,,2787.0,9386.0,0.23,43.52,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,,9386.0,0.23,11376.0,2787.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,32.0,0.0,0.0,0.0
